"ft_dt_schuelerwuerfelt_hell.mpg";"der Schüler würfelt beim Brettspiel"
"ft_dt_skifahrerstoesst_hell.mpg";"der Skifahrer stößt sich kräftig ab"
"ft_dt_sportlerinpaddelt_hell.mpg";"die Sportlerin paddelt gegen den Strom"
"ft_dt_steinmetzschlaegt_hell.mpg";"der Steinmetz schlägt die Figur aus dem Stein"
"ft_dt_straßenarbeiterplaettet_hell.mpg";"der Straßenarbeiter plättet den Boden"
"ft_dt_studentinverquirlt_hell.mpg";"die Studentin verquirlt Eier und Milch"
"ft_dt_studentisst_hell.mpg";"der Student ist in der Mensa"
"ft_dt_tanteschneidet_hell.mpg";"die Tante schneidet eine Scheibe Brot ab"
"ft_dt_tischlerschleift_hell.mpg";"der Tischler schleift das Regal ab"
"ft_dt_touristinfoto_hell.mpg";"die Touristen macht ein Foto von der Kirche"
"ft_dt_vaterrasiert_hell.mpg";"der Vater rasiert sich am Morgen"
"ft_dt_verbrecherfeilt_hell.mpg";"der Verbrecher fallt das Gitter durch"
"ft_dt_verkaeuferindreht_hell.mpg";"die Verkäuferin dreht die Bratwürstchen um"
"ft_dt_waldarbeiterhackt_hell.mpg";"der Waldarbeiter hakt Brennholz"
"ft_dt_zimmermannhaut_hell.mpg";"der Zimmermann Haut den Nagel in die Wand"
"ft_dt_zoellnerbeobachtet_hell.mpg";"der Zöllner beobachtet die LKWs am Horizont"
"ik_dt_achterbahnlooping_s_bsp.mpg";"die Achterbahn macht einen Looping"
"ik_dt_anhebengabelstapler.mpg";"der Gabelstapler hebt die Palette an"
"ik_dt_anhebengabelstapler_s.mpg";"der Gabelstapler hebt die Palette an"
"ik_dt_anschiebenauto_hell.mpg";"die Passanten helfen das Auto anzuschieben"
"ik_dt_ausholen-x_hell.mpg";"der Sportler holt weit aus um die Kugel zu werfen"
"ik_dt_autoriesenhalle.mpg";"das Auto steht in einer riesigen Halle"
"ik_dt_autoriesenhalle_s.mpg";"das Auto steht in einer riesigen Halle"
"ik_dt_ballrollthinunter_hell.mpg";"der Ball rollt den Abhang hinunter"
"ik_dt_buchdurchblaettern_hell.mpg";"die Studenten blättert das Buch durch"
"ik_dt_cellocorpus_hell.mpg";"das Cello hat einen geschwungenen Korpus"
"ik_dt_dachboden_hell.mpg";"die Klappe zum Dachboden muss man mit beiden Händen aufdrücken"
"ik_dt_datumnotieren_hell.mpg";"die Sekretärin notiert sich das Datum"
"ik_dt_drehtuer_hell.mpg";"das Gebäude besitzt eine Drehtür"
"ik_dt_dreieckigeslogo-x_hell.mpg";"das Gebäude hat ein dreieckiges Fenster"
"ik_dt_dreieckigeslogo.mpg";"die Firma hat ein dreieckiges Logo"
"ik_dt_dreieckigeslogo_s.mpg";"die Firma hat ein dreieckiges Logo"
"ik_dt_dribbelnbasketball_s.mpg";"der Basketballspieler dribbelt auf der Stelle"
"ik_dt_eckigetischdecke.mpg";"der Holztisch braucht eine eckige Tischdecke"
"ik_dt_eckigetischdecke_s.mpg";"der Holztisch braucht eine eckige Tischdecke"
"ik_dt_eintippenpasswort_hell_bsp.mpg";"die Kunden tippt Ihr Passwort am Automaten ein"
"ik_dt_elefantgross_hell.mpg";"der Elefant ist ein großes Tier"
"ik_dt_fernsteuerung_hell.mpg";"der Neffe steuert sein Modellauto mit der Fernsteuerung"
"ik_dt_formenschneeball.mpg";"der Skifahrer formt ein Schneeball"
"ik_dt_formenschneeball_s.mpg";"der Skifahrer formt ein Schneeball"
"ik_dt_gewoelbtesdach_hell.mpg";"die Turnhalle hat ein gewölbtes Dach"
"ik_dt_grosserfisch_hell.mpg";"der Angler fängt einen großen Fisch"
"ik_dt_grosserwintergarten.mpg";"das Anwesen hat einen sehr großen Wintergarten"
"ik_dt_grosserwintergarten_s.mpg";"das Anwesen hat einen sehr großen Wintergarten"
"ik_dt_handtuchauswringen_hell.mpg";"die Putzfrau wringt das nasse Handtuch aus"
"ik_dt_handysleichter_hell.mpg";"die neuen Handys werden immer leichter"
"ik_dt_hausfrauputzt_bsp.mpg";"die Hausfrau putzt die Fensterscheibe"
"ik_dt_hauszelt_hell.mpg";"die Familie übernachtet in einem Hauszelt"
"ik_dt_henkelgross_hell.mpg";"die Suppenschüssel hat einen großen Henkel"
"ik_dt_hinaufberg_hell.mpg";"die Wanderung führt auf den Berg hinauf"
"ik_dt_hochhebenmedball_hell.mpg";"der Sportlehrer hebt einen Medizinball hoch"
"ik_dt_huegeliglandschaft_hell.mpg";"die Landschaft hier ist eher hügelig"
"ik_dt_kabeldiagonal-x_hell.mpg";"der Riss verläuft diagonal über die Fensterscheibe"
"ik_dt_kindbisabgrund_hell.mpg";"das Kind rennt bis zum Abgrund"
"ik_dt_kreisenflugzeug_hell.mpg";"das Flugzeug kreist über der Landebahn"
"ik_dt_kreisfoermigerspot_hell.mpg";"der Scheinwerfer wirft einen kreisförmigen Spot auf den Boden"
"ik_dt_krummerbuckel_hell.mpg";"die Großmutter hat einen krummen Buckel"
"ik_dt_kuesterlaeutet_hell.mpg";"der Küster läutet die Glocke"
"ik_dt_kurbelndrehorgel_hell.mpg";"die schaustellerin kurbelt an der Drehorgel"
"ik_dt_langgestrecktgarten.mpg";"das Haus hat einen langgestreckten Garten"
"ik_dt_langgestrecktgarten_s.mpg";"das Haus hat einen langgestreckten Garten"
"ik_dt_legosteinepassen.mpg";"die Legosteine passen genau zueinander"
"ik_dt_legosteinepassen_s.mpg";"die Legosteine passen genau zueinander"
"ik_dt_metallstangeverbiege.mpg";"der Athlet verbiegt die Metallstange mit der Hand"
"ik_dt_metallstangeverbiege_s.mpg";"der Athlet verbiegt die Metallstange mit der Hand"
"ik_dt_mixencocktail_hell.mpg";"der Barkeeper mixt ein Cocktail"
"ik_dt_mutterjackezu.mpg";"die Mutter macht dem Kind die Jacke zu"
"ik_dt_mutterjackezu_s.mpg";"die Mutter macht dem Kind die Jacke zu"
"ik_dt_nachbarindick_hell.mpg";"die Nachbarin ist eine sehr dicke Frau"
"ik_dt_oeffnenkeksdose_hell.mpg";"die Schwester öffnet die Keksdose"
"ik_dt_pforteabsperren-x_hell.mpg";"der Chef sperrt das Büro ab"
"ik_dt_quadratmosaik.mpg";"die Wandfliesen bilden ein quadratisches Mosaik"
"ik_dt_quadratmosaik_s.mpg";"die Wandfliesen bilden ein quadratisches Mosaik"
"ik_dt_regalbreit.mpg";"das Regal ist ungefähr 1 Meter breit"
"ik_dt_regalbreit_s.mpg";"das Regal ist ungefähr 1 Meter breit"
"ik_dt_rundeschale.mpg";"das Obst liegt in einer runden Schale"
"ik_dt_rundeschale_s.mpg";"das Obst liegt in einer runden Schale"
"ik_dt_rundesgefaess-x_hell.mpg";"die Edelsteine sind in einer runden Schachtel"
"ik_dt_rundesgefaess_hell.mpg";"die Kartoffeln sind in einem runden Gefäß"
"ik_dt_saltosprungbrett-x_hell.mpg";"die Turnerin macht einen Salto vom Kasten"
"ik_dt_schafabseits_hell.mpg";"das schwarze Schaf steht abseits der Herde"
"ik_dt_schalten5tengang_hell.mpg";"der Fahrer schaltet in den fünften Gang"
"ik_dt_schiebedachaufziehen_hell.mpg";"das Schiebedach kann man nach hinten aufziehen"
"ik_dt_schiebenpuzzleteile.mpg";"das Kindergartenkind schiebt die Puzzleteile vom Tisch"
"ik_dt_schiebenpuzzleteile_s.mpg";"das Kindergartenkind schiebt die Puzzleteile vom Tisch"
"ik_dt_schlagengong_hell.mpg";"der Buddhist schlägt auf den Gong"
"ik_dt_schlangenlinien_hell.mpg";"der Fahrradfahrer fährt Schlangenlinien"
"ik_dt_schleudernfrisbee_hell.mpg";"der Jugendliche schleudert die Frisbeescheibe weg"
"ik_dt_schleudernwaesche_hell.mpg";"die Wäsche wird in der Waschmaschine geschleudert"
"ik_dt_schleudertspeer.mpg";"die Athletin schleudert ihren Speer weg"
"ik_dt_schliessentueren_hell.mpg";"das Zimmermädchen schließt die Türen"
"ik_dt_schmalerschlitz_hell.mpg";"der Briefkasten hat einen schmalen Schlitz"
"ik_dt_schmalersteg_hell.mpg";"der Steg über den Bach ist schmal"
"ik_dt_schneidenzwiebeln_hell.mpg";"die Köchin schneidet die Zwiebel in Würfel"
"ik_dt_schneiderinreisststoff.mpg";"die Schneiderin reißt den Stoff auseinander"
"ik_dt_schneiderinreisststoff_s.mpg";"die Schneiderin reißt den Stoff auseinander"
"ik_dt_schraubefliegen_hell.mpg";"der Kunst Pilot fliegt eine Schraube"
"ik_dt_schraubenleiste_hell.mpg";"der Mechaniker schraubt die Leiste fest"
"ik_dt_schwimmensee_hell.mpg";"der Urlauber schwimmt durch den See"
"ik_dt_schwingentaktstock_hell.mpg";"der Dirigent schwingt den Taktstock"
"ik_dt_schwungrock_hell.mpg";"das Kleid hat einen geschwungenen Rock"
"ik_dt_segelnzuboden_hell.mpg";"das Blatt segelt im Wind zu Boden"
"ik_dt_senkrechtcds.mpg";"die CDs stehen senkrecht in der Kiste"
"ik_dt_senkrechtcds_s.mpg";"die CDs stehen senkrecht in der Kiste"
"ik_dt_servierenkaffee_hell.mpg";"die Kellnerin serviert einen Kaffee"
"ik_dt_spieluhraufziehen_hell.mpg";"die große Schwester zieht die Spieluhr auf"
"ik_dt_spitzergiebel.mpg";"das Gymnasium hat einen spitzen Giebel"
"ik_dt_spitzergiebel_s.mpg";"das Gymnasium hat einen spitzen Giebel"
"ik_dt_spritze_hell.mpg";"die Patientin bekommt eine Spritze in den Arm"
"ik_dt_stemmenhantel.mpg";"der Athlet stemmt die Hantel in die Luft"
"ik_dt_stemmthantel_s.mpg";"der Athlet stemmt die Hantel in die Luft"
"ik_dt_strudelabfluss_hell.mpg";"das Badewasser bildet einen Strudel über dem Abfluss"
"ik_dt_teilenportionen_hell.mpg";"die Küchenhilfe teilt den Nachtisch in zwei Portionen"
"ik_dt_trainerwaehltspieleraus_hell.mpg";"der Trainer wählt die Spieler aus"
"ik_dt_tunkenteebeutel.mpg";"die Oma tunkt den Teebeutel in die Tasse"
"ik_dt_tunktteebeutel_s.mpg";"die Oma tunkt den Teebeutel in die Tasse"
"ik_dt_ueberschlagenwagen_hell.mpg";"der Wagen überschlägt sich auf der Straße"
"ik_dt_umschaltenfernbed_hell.mpg";"der Sohn schaltet das Programm mit der Fernbedienung um"
"ik_dt_unterbrueckedurch.mpg";"die Straße führt unter der Brücke hindurch"
"ik_dt_unterbrueckedurch_s.mpg";"die Straße führt unter der Brücke hindurch"
"ik_dt_vaseformen.mpg";"die Tante formt eine Vase im Töpferkurs"
"ik_dt_vaseformen_s.mpg";"die Tante formt eine Vase im Töpferkurs"
"ik_dt_wasserpistolen-x_hell.mpg";"die Jugendlichen spielen mit Spielzeugpistolen"
"ik_dt_wasserpistolen_hell.mpg";"die Jungen spielen mit Wasserpistolen"
"ik_dt_weiterozean.mpg";"der Seemann blickt über den weiten Ozean"
"ik_dt_weiterozean_s.mpg";"der Seemann blickt über den weiten Ozean"
"ik_dt_wendeltreppe_hell.mpg";"die Treppe nach oben ist eine Wendeltreppe"
"ik_dt_wiegengewicht_hell.mpg";"die Kundin prüft welche Frucht schwerer ist"
"ik_dt_zackensaegeblatt_hell.mpg";"das Sägeblatt der Kreissäge hat große Zacken"
"ik_dt_zahnraeder_hell.mpg";"die Zahnräder greifen ineinander"
"ik_dt_zeigenbrosche_hell.mpg";"der Goldschmied zeigt eine Brosche aus seinem Sortiment"
"ik_dt_zeitunglesen.mpg";"der Vater liest morgens die Tageszeitung"
"ik_dt_zeitunglesen_s.mpg";"der Vater liest morgens die Tageszeitung"
"ik_dt_zerdrueckenschrott_hell.mpg";"das Auto wird in der Schrottpresse zerdrückt"
"ik_dt_zusammenkleben_hell.mpg";"die Kindergärtnerin klebt zwei Schachteln zusammen"
"ik_dt_zusammenschieben_hell.mpg";"der Musiker schiebt das Akkordeon zusammen"
"ik_dt_zuziehenvorhaenge.mpg";"die Mutter zieht die Vorhänge zu"
"ik_dt_zuziehenvorhaenge_s.mpg";"die Mutter zieht die Vorhänge zu"
"mp_dt_abwaegenargumente_hell.mpg";"der Anwalt wägt die Argumente gegeneinander ab"
"mp_dt_anknuepfen_hell.mpg";"der Vortrag knüpft an die Thematik an"
"mp_dt_annaeherungdebatte_hell.mpg";"die Debatte führt zu einer Annäherung"
"mp_dt_anpassen-x_hell.mpg";"die Urlauber müssen sich der Landeskultur anpassen"
"mp_dt_aufbauenkurse_hell.mpg";"die Fortbildung baut auf die vorherigen Kurse auf"
"mp_dt_auseinanderdriften_hell.mpg";"die Einstellungen driften auseinander"
"mp_dt_ausholenweit_hell.mpg";"der Politiker muss in seiner Rede weit ausholen"
"mp_dt_aussendensignal_hell.mpg";"der Funkturm sendet das Signal aus"
"mp_dt_autorvision_hell.mpg";"der Autor hat eine Vision der Hauptrolle"
"mp_dt_beginntallmaehlich_hell.mpg";"das Problem beginnt allmählich kompliziert zu werden"
"mp_dt_begrenztressourcen_hell.mpg";"die Ressourcen sind leider sehr begrenzt"
"mp_dt_besseralsdieandere_hell.mpg";"die eine Veranstaltung ist besser als die andere"
"mp_dt_bestaetigtgesamtkonzept_hell.mpg";"die Forschung bestätigt das Gesamtkonzept"
"mp_dt_breitesfeldumfassen_hell.mpg";"die Thematik umfasst ein sehr breites Feld"
"mp_dt_chefkonsequenthandeln_hell.mpg";"der Firmenchef will ganz konsequent handeln"
"mp_dt_dazwischenirgendwo_hell.mpg";"die Erklärung muss irgendwo dazwischen liegen"
"mp_dt_demonstrantenrandgruppe_hell.mpg";"die Demonstranten gehören zu einer Randgruppe"
"mp_dt_dialogkonfrontation_hell.mpg";"der Dialog führt zur Konfrontation"
"mp_dt_dieeinedieandere_hell.mpg";"das Einkaufen ist die eine Sache das Kochen die andere"
"mp_dt_distanzierenvoneinander_hell.mpg";"die Parteien distanzieren sich voneinander"
"mp_dt_drueckenstimmung_hell.mpg";"das schlechte Wetter drückt auf die Stimmung"
"mp_dt_durchdrehenangeklagte_hell.mpg";"der Angeklagte ist kurz vorm durchdrehen"
"mp_dt_durchgehenvortrag_hell.mpg";"der Professor geht den Vortrag noch mal im Stillen durch"
"mp_dt_eingeengtfuehlen_hell.mpg";"die Malerin fühlt sich in ihrer Arbeit eingeengt"
"mp_dt_einleitunghauptteilgetrennt_hell.mpg";"die Einleitung ist vom Hauptteil getrennt"
"mp_dt_engdefiniert_hell.mpg";"der Begriff ist eng definiert"
"mp_dt_entscheidenzwischen_hell.mpg";"das Mädchen kann sich nicht zwischen den beiden Kursen entscheiden"
"mp_dt_erweiternhilfeplan_hell.mpg";"der Hilfeplan soll erweitert werden"
"mp_dt_firmaklarehierarchie_hell_bsp.mpg";"die Firma hat eine ganz klare Hierarchie"
"mp_dt_ganzleerfussballfeld_hell.mpg";"das Fußballfeld ist wieder ganz leer"
"mp_dt_ganzschoenstrapaziert-x_hell.mpg";"das Wohlwollen des Chefs ist ganz schön strapaziert"
"mp_dt_gemeinschaftbilden_hell.mpg";"die Schüler bilden eine Gemeinschaft"
"mp_dt_handlungverwoben_hell.mpg";"die Handlungsstränge sind ineinander verwoben"
"mp_dt_hypothesenverwerfen-x_hell.mpg";"der junge Mann verwirft sein Vorhaben"
"mp_dt_ideennichtgebrauchen_hell.mpg";"die Ideen sind leider nicht zu gebrauchen"
"mp_dt_immerwiedervonvorne_hell.mpg";"die Diskussion fängt immer wieder von vorne an"
"mp_dt_indieserartdurchfuehren_hell.mpg";"der Künstler möchte seine Ideen in dieser Art umsetzen"
"mp_dt_komprimiertegeschichte_hell.mpg";"die Erzählung ist eine komprimierte Geschichte"
"mp_dt_maedchenjungsvoraus_hell.mpg";"die Mädchen sind den Jungen immer etwas voraus"
"mp_dt_nebeneinander_hell.mpg";"die verschiedenen Meinungen existieren nebeneinander"
"mp_dt_nichtvieldazu_hell.mpg";"der Zeuge hat eigentlich nicht viel dazu zu sagen"
"mp_dt_niveauanders_hell.mpg";"die Mieten bewegen sich auf einem anderen Niveau"
"mp_dt_onkelsteigtauf_hell.mpg";"der Onkel steigt in der Firma stetig auf"
"mp_dt_produktkleinezielgruppe_hell.mpg";"das Produkt ist für eine sehr kleine Zielgruppe gedacht"
"mp_dt_rechnerkompatibel_hell.mpg";"die Rechner sind kompatibel zueinander"
"mp_dt_richtungsweisendeerfolge-x_hell.mpg";"die Forschung hat richtungsweisende Fortschritte gemacht"
"mp_dt_schlussstrich_hell.mpg";"der Jugendliche zieht einen Schlussstrich"
"mp_dt_schnellentscheiden_hell.mpg";"die Heldin ist bereit sich schnell zu entscheiden"
"mp_dt_schrittfuerschritt_hell.mpg";"die Aufgabe muss Schritt für Schritt erklärt werden"
"mp_dt_schrumpfen_hell.mpg";"das Einkommen schrumpft seit Jahren"
"mp_dt_schrupfen_hell.mpg";"das Einkommen schrumpft seit Jahren"
"mp_dt_schwammig_hell.mpg";"die Aussage des Zeugen ist sehr schwammig"
"mp_dt_sprunghaft-x_hell.mpg";"der Dichter hat sehr sprunghafte Gedankengänge"
"mp_dt_standpunktklarmachen_hell.mpg";"der Referent macht seinen Standpunkt klar"
"mp_dt_stimmungschaukelthoch_hell.mpg";"die Stimmung schaukelt sich allmählich hoch"
"mp_dt_straeubtsich_hell.mpg";"die Vermieterin sträubt sich gegen den neuen Mieter"
"mp_dt_stuermisch_hell.mpg";"der Knabe hat ein stürmisches Gemüt"
"mp_dt_tierfilmreihe_hell.mpg";"der Sohn sieht einen Beitrag aus der Tierfilm Reihe"
"mp_dt_ueberbieten-x_hell.mpg";"die Pokerspieler überwiegen sich gegenseitig"
"mp_dt_untergeordnet-x_hell.mpg";"das Rudel ist dem Leitwolf untergeordnet"
"mp_dt_unterteilt_hell.mpg";"die Vorstellung ist durch Pausen unterteilt"
"mp_dt_variirenvonzu_hell.mpg";"die Zubereitung des Essens variiert von Koch zu Koch"
"mp_dt_vereinzelt_hell.mpg";"die Symptome finden sich nur vereinzelt wieder"
"mp_dt_verinnerlichen-x_hell.mpg";"der Student verinnerlicht das komplizierte Thema"
"mp_dt_verinnerlichen_hell.mpg";"der Anfänger verinnerlicht die gelernten Regeln"
"mp_dt_verschiedenegesinnungen_hell.mpg";"die verschiedenen Gesinnungen sind im ganzen Land vertreten"
"mp_dt_wechselhaftbefinden_hell.mpg";"das Befinden ist sehr wechselhaft"
"mp_dt_weitergeben_hell.mpg";"der Teamleiter gibt das Lob an seine Kollegen weiter"
"mp_dt_widerspruecheverstricken_hell.mpg";"der Täter verstrickt sich in Widersprüche"
"mp_dt_worterteilen-x_hell.mpg";"der Lehrer erteilt dem Schüler das Wort"
"mp_dt_zitterndestimme_hell.mpg";"das Opfer spricht mit zitternder Stimme"
"mp_dt_zunehmenanforderungen-x_hell.mpg";"die Ansprüche der Kinder nehmen langsam zu"
"mp_dt_zunehmenanforderungen_hell.mpg";"die Anforderungen an die Lehrlinge nehmen zu"
"mp_dt_zusammenenger_hell.mpg";"die Behörden sollen enger zusammenarbeiten"
"mp_dt_zweiseiten_hell.mpg";"die Lösung hat leider auch zwei Seiten"
"og_dt_achterbahnlooping_ton.mpg";"die Achterbahn macht einen Looping"
"og_dt_anhebengabelstapler_s.mpg";"der Gabelstapler hebt die Palette an"
"og_dt_anhebengabelstapler_ton.mpg";"der Gabelstapler hebt die Palette an"
"og_dt_anschiebenauto_ton.mpg";"die Passanten helfen das Auto anzuschieben"
"og_dt_auseinanderziehengummi_ton.mpg";"die Gymnastiklehrerin zieht das Gummiband in die Länge"
"og_dt_ausholen_ton.mpg";"der Junge holt weit aus um den Ball zu werfen"
"og_dt_ausstechen_ton.mpg";"die Mädchen stechen Plätzchen aus"
"og_dt_autoriesenhalle_s.mpg";"das Auto steht in einer riesigen Halle"
"og_dt_autoriesenhalle_ton.mpg";"das Auto steht in einer riesigen Halle"
"og_dt_ballrollthinunter_ton.mpg";"der Ball rollt den Abhang hinunter"
"og_dt_bildschirmdrehen_ton.mpg";"der Bildschirm lässt sich in alle Richtungen drehen"
"og_dt_buchdurchblaettern_ton.mpg";"die Studenten blättert das Buch durch"
"og_dt_datumnotieren_ton.mpg";"die Sekretärin notiert sich das Datum"
"og_dt_drehtuer_ton.mpg";"das Gebäude besitzt eine Drehtür"
"og_dt_dreieckeslogo_s.mpg";"die Firma hat ein dreieckiges Logo"
"og_dt_dreieckigeslogo_s.mpg";"die Firma hat ein dreieckiges Logo"
"og_dt_dreieckigeslogo_ton.mpg";"die Firma hat ein dreieckiges Logo"
"og_dt_dreieckiglogo_ton.mpg";"die Firma hat ein dreieckiges Logo"
"og_dt_dreieckigschild_ton.mpg";"der LKW rammt das dreieckige Schild"
"og_dt_dribbelnbask_ton.mpg";"der Basketballspieler dribbelt auf der Stelle"
"og_dt_eckigetischdecke_s.mpg";"der Holztisch braucht eine eckige Tischdecke"
"og_dt_eckigtischdecke_ton.mpg";"der Holztisch braucht eine eckige Tischdecke"
"og_dt_einanderansehen_ton.mpg";"die Frau und der Mann sehen einander an"
"og_dt_fernsteuerung_ton.mpg";"der Neffe steuert sein Modellauto mit der Fernsteuerung"
"og_dt_formenschneeball_s.mpg";"der Skifahrer formt einen Schneeball"
"og_dt_formenschneeball_ton.mpg";"der Skifahrer formt einen Schneeball"
"og_dt_gabelstapler_ton.mpg";"der Gabelstapler hebt die Palette an"
"og_dt_grosserwintergarten_s.mpg";"das Anwesen hat einen sehr großen Wintergarten"
"og_dt_grosserwintergarten_ton.mpg";"das Anwesen hat einen sehr großen Wintergarten"
"og_dt_gummihandschuhe_ton.mpg";"der Arzt zieht die Gummihandschuhe an"
"og_dt_hamsterlaufrad_ton.mpg";"der Hamster läuft in seinem Laufrad"
"og_dt_handysleichter_ton.mpg";"die neuen Handys werden immer leichter"
"og_dt_hausfrauputzt_ton.mpg";"die Hausfrau putzt die Fensterscheibe"
"og_dt_heftetmagnetwand_ton.mpg";"die Sekretärin heftet alles an die Magnetwand"
"og_dt_heizungrillensaeubern_ton.mpg";"die Heizung muss auch in den Rillen gesäubert werden"
"og_dt_henkelgroß_ton.mpg";"die Suppenschüssel hat einen großen Henkel"
"og_dt_herauskommen_ton.mpg";"das CD-Laufwerk kommt automatisch heraus"
"og_dt_hinaufberg_ton.mpg";"die Wanderung führt auf den Berg hinauf"
"og_dt_hochhebenball_ton.mpg";"der Sportlehrer hebt den Medizinball hoch"
"og_dt_huegeliglandschaft_ton.mpg";"die Landschaft hier ist eher hügelig"
"og_dt_innenauf_ton.mpg";"die Tür geht nur nach innen auf"
"og_dt_kantenhaargenau_ton (2).mpg";"die Kanten passen haargenau aufeinander"
"og_dt_kantenhaargenau_ton.mpg";"die Kanten passen haargenau aufeinander"
"og_dt_kindbisabgrund_ton.mpg";"das Kind rennt bis zum Abgrund"
"og_dt_kleinerkaefer_ton.mpg";"das Mädchen hat einen kleinen Käfer gefunden"
"og_dt_kreisverkehrsupermar_s.mpg";"der Supermarkt ist direkt am Kreisverkehr"
"og_dt_kreisverkehr_ton.mpg";"der Supermarkt ist direkt am Kreisverkehr"
"og_dt_krummerbuckel_ton.mpg";"die Großmutter hat einen krummen Buckel"
"og_dt_kuesterlaeutet_ton.mpg";"der Küster läutet die Glocke"
"og_dt_kurbelndrehorgel_ton.mpg";"die schaustellerin kurbelt an der Drehorgel"
"og_dt_langgestrecktgarten_s.mpg";"das Haus hat einen langgestreckten Garten"
"og_dt_langgestrecktgarten_ton.mpg";"das Haus hat einen langgestreckten Garten"
"og_dt_legosteinepassen_s.mpg";"die Legosteine passen genau zueinander"
"og_dt_legosteinepassen_ton.mpg";"die Legosteine passen genau zueinander"
"og_dt_mappeauf_ton.mpg";"der Student klappt die Mappe auf"
"og_dt_metallstangeverbiege_s.mpg";"der Athlet verbiegt die Metallstange mit der Hand"
"og_dt_metallstangeverbiege_ton.mpg";"der Athlet verbiegt die Metallstange mit der Hand"
"og_dt_mixencocktail_ton.mpg";"der Barkeeper mixt einen Cocktail"
"og_dt_mutterjackezu_s.mpg";"die Mutter macht dem Kind die Jacke zu"
"og_dt_mutterjackezu_ton.mpg";"die Mutter macht dem Kind die Jacke zu"
"og_dt_oeffnenkeksdose_ton.mpg";"die Schwester öffnet die Keksdose"
"og_dt_pforteabsperren_ton.mpg";"der Wachmann sperrt die Pforte ab"
"og_dt_quadratmosaik_s.mpg";"die Wandfliesen bilden ein quadratisches Mosaik"
"og_dt_quadratmosaik_ton.mpg";"die Wandfliesen bilden ein quadratisches Mosaik"
"og_dt_radiodrehknopf_ton.mpg";"die Radiosender werden am Drehknopf eingestellt"
"og_dt_regalbreit_s.mpg";"das Regal ist ungefähr 1 m breit"
"og_dt_regalbreit_ton.mpg";"das Regal ist ungefähr 1 m breit"
"og_dt_rollischwungholen_ton.mpg";"der Rollstuhlfahrer holt Schwung"
"og_dt_rundeschale_s.mpg";"das Obst liegt in einer runden Schale"
"og_dt_rundeschale_ton.mpg";"das Obst liegt in einer runden Schale"
"og_dt_rundesgefaess_ton.mpg";"die Kartoffeln sind in einem runden Gefäß"
"og_dt_rundesloch_ton.mpg";"die Mauer hat ein rundes Loch"
"og_dt_saltosprungbrett_ton.mpg";"die Schwimmerin macht einen Salto vom 5 Meter Brett"
"og_dt_sandrieselt_ton.mpg";"der Sand rieselt durch das plastiksieb"
"og_dt_schaerpetragen_ton.mpg";"der Bürgermeister trägt eine Schärpe"
"og_dt_schalten5tengang_ton.mpg";"der Fahrer schaltet in den fünften Gang"
"og_dt_schiebedachaufziehen_ton.mpg";"das Schiebedach kann man nach hinten aufziehen"
"og_dt_schiebenpuzzleteile_s (2).mpg";"das Kindergartenkind schiebt die Puzzleteile vom Tisch"
"og_dt_schiebenpuzzleteile_s.mpg";"das Kindergartenkind schiebt die Puzzleteile vom Tisch"
"og_dt_schiebenpuzzleteile_ton.mpg";"das Kindergartenkind schiebt die Puzzleteile vom Tisch"
"og_dt_schiebetuer_ton.mpg";"das Wohnzimmer ist durch eine Schiebetür abgetrennt"
"og_dt_schlagengong_ton.mpg";"der Buddhist schlägt auf den Gong"
"og_dt_schlangenlinien_ton.mpg";"der Fahrradfahrer fährt Schlangenlinien"
"og_dt_schleudernfrisbee_ton.mpg";"der Jugendliche schleudert die Frisbeescheibe weg"
"og_dt_schleudernwaesche_ton.mpg";"die Wäsche wird in der Waschmaschine geschleudert"
"og_dt_schleudertspeer_ton.mpg";"die Athletin schleudert ihren Speer weg"
"og_dt_schliessentueren_ton.mpg";"das Zimmermädchen schließt die Türen"
"og_dt_schmalerschlitz_ton.mpg";"der Briefkasten hat einen schmalen Schlitz"
"og_dt_schmalersteg_ton.mpg";"der Steg über den Bach ist schmal"
"og_dt_schmeissenstein_ton.mpg";"das Enkelkind schmeiß den Stein in eine Pfütze"
"og_dt_schneidenfiguren_ton.mpg";"die Schwester schneidet Figuren aus dem Papier"
"og_dt_schneidenzwiebeln_ton.mpg";"die Köchin schneidet die Zwiebel in Würfel"
"og_dt_schneiderinreisststoff_s.mpg";"die Schneiderin reißt den Stoff auseinander"
"og_dt_schneiderinreisststoff_ton.mpg";"die Schneiderin reißt den Stoff auseinander"
"og_dt_schraubefliegen_ton.mpg";"der Kunst Pilot fliegt eine Schraube"
"og_dt_schraubenleiste_ton.mpg";"der Mechaniker schraubt die Leiste fest"
"og_dt_schrumpfenballon_ton.mpg";"der Luftballon schrumpft in sich zusammen"
"og_dt_schwenkenkran_ton.mpg";"der Kran schwenkt auf die andere Straßenseite"
"og_dt_schwimmensee_ton.mpg";"der Urlauber schwimmt durch den See"
"og_dt_schwingentacktstock_ton.mpg";"der Dirigent schwingt den Taktstock"
"og_dt_schwirrenfliegen_ton.mpg";"die Fliegen schwirren über den Mülleimer"
"og_dt_segelnaufwind_ton.mpg";"der Vogel segelt im Aufwind im Ohr"
"og_dt_segelnzuboden_ton.mpg";"das Blatt segelt im Wind zu Boden"
